id,station,year,month,tmax,tmin,rain
2690,Leuchars,2014,1,7.2,1.8,97.0
2691,Leuchars,2014,2,8.0,2.4,77.6
2692,Leuchars,2014,3,10.3,3.3,36.2
2693,Leuchars,2014,4,12.2,5.5,55.4
2694,Leuchars,2014,5,14.9,7.6,42.5
2695,Leuchars,2014,6,18.4,10.5,62.4
2696,Leuchars,2014,7,20.9,11.1,43.0
2697,Leuchars,2014,8,18.1,9.6,112.8
2698,Leuchars,2014,9,17.6,10.1,17.0
2699,Leuchars,2014,10,14.2,7.5,123.2
2700,Leuchars,2014,11,10.5,4.5,99.6
2701,Leuchars,2014,12,6.9,0.2,43.8
2702,Leuchars,2015,1,6.6,0.3,42.9
2703,Leuchars,2015,2,7.8,0.5,26.4
2704,Leuchars,2015,3,9.7,2.1,37.0
2705,Leuchars,2015,4,13.3,2.7,25.0
2706,Leuchars,2015,5,14.0,5.0,78.2
2707,Leuchars,2015,6,17.3,8.2,36.4
2708,Leuchars,2015,7,18.0,10.3,112.2
2709,Leuchars,2015,8,19.1,10.3,53.2
2710,Leuchars,2015,9,16.3,8.0,38.2
2711,Leuchars,2015,10,13.8,5.8,48.2
2712,Leuchars,2015,11,9.8,4.0,108.0
2713,Leuchars,2015,12,9.9,3.5,120.8
2714,Leuchars,2016,1,6.8,1.3,157.6
2715,Leuchars,2016,2,7.0,-0.3,35.4
2716,Leuchars,2016,3,9.7,1.9,23.6
2717,Leuchars,2016,4,10.2,2.6,83.0
2718,Leuchars,2016,5,14.6,7.0,19.0
2719,Leuchars,2016,6,16.0,9.1,89.8
2720,Leuchars,2016,7,19.6,10.7,57.2
2721,Leuchars,2016,8,19.2,10.9,32.0
2722,Leuchars,2016,9,18.8,10.6,40.0
2723,Leuchars,2016,10,13.5,6.1,51.2
2724,Leuchars,2016,11,8.0,0.6,34.6
2725,Leuchars,2016,12,9.6,2.9,44.6
2726,Leuchars,2017,1,7.1,0.4,22.8
2727,Leuchars,2017,2,8.6,2.1,60.0
2728,Leuchars,2017,3,11.0,2.3,42.6
2729,Leuchars,2017,4,13.2,3.8,6.2
2730,Leuchars,2017,5,16.3,7.0,39.6
2731,Leuchars,2017,6,17.9,10.7,148.4
2732,Leuchars,2017,7,18.3,11.0,50.2
2733,Leuchars,2017,8,18.9,10.2,72.4
2734,Leuchars,2017,9,16.4,9.1,63.8
2735,Leuchars,2017,10,15.0,7.9,41.4
2736,Leuchars,2017,11,8.5,1.7,37.8
2737,Leuchars,2017,12,6.9,0.4,30.4
2738,Leuchars,2018,1,6.0,0.3,66.0
2739,Leuchars,2018,2,6.0,-0.7,34.6
2740,Leuchars,2018,3,6.8,0.7,104.3
2741,Leuchars,2018,4,11.5,3.6,48.4
2742,Leuchars,2018,5,16.6,6.9,24.6
2743,Leuchars,2018,6,17.7,9.4,30.8
2744,Leuchars,2018,7,21.7,12.4,41.0
2745,Leuchars,2018,8,19.4,10.6,57.6
2746,Leuchars,2018,9,16.5,8.4,36.8
2747,Leuchars,2018,10,13.8,5.8,49.4
2748,Leuchars,2018,11,10.6,5.1,85.2
2749,Leuchars,2018,12,8.0,1.3,71.6
2750,Leuchars,2019,1,6.7,-0.2,9.8
2751,Leuchars,2019,2,10.2,1.3,22.8
2752,Leuchars,2019,3,10.4,3.3,74.6
2753,Leuchars,2019,4,11.6,5.0,27.6
2754,Leuchars,2019,5,14.0,6.0,77.2
2755,Leuchars,2019,6,16.8,9.1,66.4
2756,Leuchars,2019,7,20.6,12.3,69.2
2757,Leuchars,2019,8,19.4,11.6,131.0
2758,Leuchars,2019,9,16.8,9.2,48.6
2759,Leuchars,2019,10,12.2,5.2,74.2
2760,Leuchars,2019,11,7.8,2.5,128.0
2761,Leuchars,2019,12,8.1,1.9,44.8
2762,Leuchars,2020,1,8.8,2.9,34.2
2763,Heathrow,1948,1,8.9,3.3,85.0
2764,Heathrow,1948,2,7.9,2.2,26.0
2765,Heathrow,1948,3,14.2,3.8,14.0
2766,Heathrow,1948,4,15.4,5.1,35.0
2767,Heathrow,1948,5,18.1,6.9,57.0
2768,Heathrow,1948,6,19.1,10.3,67.0
2769,Heathrow,1948,7,21.7,12.0,21.0
2770,Heathrow,1948,8,20.8,11.7,67.0
2771,Heathrow,1948,9,19.6,10.2,35.0
2772,Heathrow,1948,10,14.9,6.0,50.0
2773,Heathrow,1948,11,10.8,4.6,44.0
2774,Heathrow,1948,12,8.8,3.8,63.0
2775,Heathrow,1949,1,8.5,1.8,23.0
2776,Heathrow,1949,2,10.4,0.6,27.0
2777,Heathrow,1949,3,9.3,1.2,26.1
2778,Heathrow,1949,4,16.2,6.0,34.2
2779,Heathrow,1949,5,17.1,6.8,56.9
2780,Heathrow,1949,6,22.0,10.5,9.0
2781,Heathrow,1949,7,25.1,12.9,46.5
2782,Heathrow,1949,8,23.9,12.5,26.3
2783,Heathrow,1949,9,22.8,13.3,23.3
2784,Heathrow,1949,10,17.0,8.6,139.6
2785,Heathrow,1949,11,10.2,2.9,53.4
2786,Heathrow,1949,12,9.2,2.9,33.0
2787,Heathrow,1950,1,7.1,1.7,16.8
2788,Heathrow,1950,2,9.9,2.4,82.2
2789,Heathrow,1950,3,12.3,3.5,17.4
2790,Heathrow,1950,4,12.9,4.2,54.8
2791,Heathrow,1950,5,17.2,7.6,41.8
2792,Heathrow,1950,6,23.6,12.3,44.6
2793,Heathrow,1950,7,21.6,12.9,91.8
2794,Heathrow,1950,8,21.9,12.1,68.8
2795,Heathrow,1950,9,17.6,10.2,63.3
2796,Heathrow,1950,10,14.0,6.1,10.9
2797,Heathrow,1950,11,9.3,3.3,108.2
2798,Heathrow,1950,12,3.8,-1.0,40.2
2799,Heathrow,1951,1,7.3,1.5,71.3
2800,Heathrow,1951,2,7.0,0.8,121.4
2801,Heathrow,1951,3,8.4,1.7,86.0
2802,Heathrow,1951,4,12.3,3.0,60.6
2803,Heathrow,1951,5,15.0,7.0,53.0
2804,Heathrow,1951,6,20.5,10.0,26.9
2805,Heathrow,1951,7,23.0,12.9,33.8
2806,Heathrow,1951,8,20.2,12.3,95.5
2807,Heathrow,1951,9,19.2,11.3,66.3
2808,Heathrow,1951,10,14.6,6.0,23.5
2809,Heathrow,1951,11,11.8,6.2,132.6
2810,Heathrow,1951,12,8.9,3.1,36.9
2811,Heathrow,1952,1,6.2,0.4,47.0
2812,Heathrow,1952,2,6.7,-0.3,16.1
2813,Heathrow,1952,3,10.6,3.8,65.3
2814,Heathrow,1952,4,15.6,5.8,39.9
2815,Heathrow,1952,5,19.6,9.4,57.1
2816,Heathrow,1952,6,20.9,10.9,30.0
2817,Heathrow,1952,7,23.3,13.4,12.2
2818,Heathrow,1952,8,21.6,13.3,63.5
2819,Heathrow,1952,9,16.4,7.6,70.8
2820,Heathrow,1952,10,13.2,5.7,69.8
2821,Heathrow,1952,11,7.5,1.6,79.4
2822,Heathrow,1952,12,5.8,-0.2,66.0
2823,Heathrow,1953,1,5.6,0.6,21.2
2824,Heathrow,1953,2,7.5,1.0,31.4
2825,Heathrow,1953,3,11.1,1.0,8.5
2826,Heathrow,1953,4,13.1,4.3,53.7
2827,Heathrow,1953,5,18.7,8.9,32.4
2828,Heathrow,1953,6,19.8,10.8,34.8
2829,Heathrow,1953,7,21.0,12.1,75.3
2830,Heathrow,1953,8,22.6,12.6,39.0
2831,Heathrow,1953,9,19.5,9.8,47.4
2832,Heathrow,1953,10,14.7,7.1,65.7
2833,Heathrow,1953,11,11.3,5.2,28.6
2834,Heathrow,1953,12,10.0,5.1,13.3
2835,Heathrow,1954,1,5.9,0.3,23.5
2836,Heathrow,1954,2,6.1,0.4,51.5
2837,Heathrow,1954,3,10.4,3.0,51.3
2838,Heathrow,1954,4,13.2,2.8,8.9
2839,Heathrow,1954,5,16.8,7.6,52.6
2840,Heathrow,1954,6,18.6,10.7,95.3
2841,Heathrow,1954,7,19.2,11.7,62.1
2842,Heathrow,1954,8,19.8,11.5,87.5
2843,Heathrow,1954,9,18.0,9.6,58.1
2844,Heathrow,1954,10,16.2,8.9,54.1
2845,Heathrow,1954,11,11.2,3.6,95.5
2846,Heathrow,1954,12,9.7,3.4,46.6
2847,Heathrow,1955,1,5.6,0.4,50.2
2848,Heathrow,1955,2,5.0,-0.8,35.0
2849,Heathrow,1955,3,7.9,0.2,22.8
2850,Heathrow,1955,4,15.2,5.1,7.2
2851,Heathrow,1955,5,15.5,6.4,103.2
2852,Heathrow,1955,6,20.0,11.1,52.1
2853,Heathrow,1955,7,24.4,13.1,7.1
2854,Heathrow,1955,8,24.3,13.6,17.8
2855,Heathrow,1955,9,19.9,9.9,42.7
2856,Heathrow,1955,10,13.5,5.3,87.7
2857,Heathrow,1955,11,10.7,4.2,30.1
2858,Heathrow,1955,12,9.5,2.3,46.7
2859,Heathrow,1956,1,7.0,0.5,88.6
2860,Heathrow,1956,2,2.9,-3.6,2.3
2861,Heathrow,1956,3,11.0,2.7,15.0
2862,Heathrow,1956,4,12.1,2.4,29.1
2863,Heathrow,1956,5,19.1,7.1,4.2
2864,Heathrow,1956,6,18.5,9.6,41.5
2865,Heathrow,1956,7,20.9,12.8,130.5
2866,Heathrow,1956,8,18.8,10.9,99.5
2867,Heathrow,1956,9,19.2,11.7,50.0
2868,Heathrow,1956,10,13.8,6.0,74.1
2869,Heathrow,1956,11,9.3,2.5,10.1
2870,Heathrow,1956,12,8.2,3.5,70.3
2871,Heathrow,1957,1,8.7,2.7,39.5
2872,Heathrow,1957,2,9.0,2.9,69.8
2873,Heathrow,1957,3,13.9,5.7,25.4
2874,Heathrow,1957,4,14.2,5.2,5.7
2875,Heathrow,1957,5,16.2,6.5,21.3
2876,Heathrow,1957,6,23.6,10.7,22.4
2877,Heathrow,1957,7,22.5,13.8,87.0
2878,Heathrow,1957,8,21.1,12.5,86.2
2879,Heathrow,1957,9,17.6,10.1,51.7
2880,Heathrow,1957,10,15.5,7.7,47.0
2881,Heathrow,1957,11,9.4,4.3,59.5
2882,Heathrow,1957,12,7.6,1.0,42.1
2883,Heathrow,1958,1,6.8,0.9,64.3
2884,Heathrow,1958,2,8.9,1.9,58.7
2885,Heathrow,1958,3,8.1,1.1,26.0
2886,Heathrow,1958,4,12.3,3.8,29.5
2887,Heathrow,1958,5,17.3,7.8,59.5
2888,Heathrow,1958,6,19.4,10.7,104.3
2889,Heathrow,1958,7,21.7,12.9,51.9
2890,Heathrow,1958,8,20.8,13.1,75.2
2891,Heathrow,1958,9,20.0,12.1,83.8
2892,Heathrow,1958,10,14.9,8.3,50.7
2893,Heathrow,1958,11,9.7,4.4,50.7
2894,Heathrow,1958,12,8.0,2.7,85.1
2895,Heathrow,1959,1,5.7,-1.1,54.8
2896,Heathrow,1959,2,7.4,1.2,2.4
2897,Heathrow,1959,3,11.9,4.4,43.8
2898,Heathrow,1959,4,14.2,6.3,52.9
2899,Heathrow,1959,5,18.7,8.0,21.9
2900,Heathrow,1959,6,22.1,11.1,16.2
2901,Heathrow,1959,7,24.7,13.3,86.5
2902,Heathrow,1959,8,24.2,13.7,27.6
2903,Heathrow,1959,9,22.7,10.6,5.1
2904,Heathrow,1959,10,17.8,8.5,46.9
2905,Heathrow,1959,11,10.8,3.5,53.5
2906,Heathrow,1959,12,9.3,3.0,75.7
2907,Heathrow,1960,1,6.9,1.8,47.9
2908,Heathrow,1960,2,7.9,1.6,48.0
2909,Heathrow,1960,3,10.2,4.5,33.9
2910,Heathrow,1960,4,14.3,4.6,12.4
2911,Heathrow,1960,5,18.4,9.3,45.6
2912,Heathrow,1960,6,22.1,12.1,42.8
2913,Heathrow,1960,7,20.1,12.4,67.2
2914,Heathrow,1960,8,20.3,11.8,60.8
2915,Heathrow,1960,9,18.5,10.5,75.3
2916,Heathrow,1960,10,14.2,8.2,155.5
2917,Heathrow,1960,11,11.2,4.5,89.5
2918,Heathrow,1960,12,6.9,2.1,56.5
2919,Heathrow,1961,1,6.9,1.2,64.4
2920,Heathrow,1961,2,10.3,4.9,55.1
2921,Heathrow,1961,3,13.9,2.9,5.7
2922,Heathrow,1961,4,15.0,7.1,50.8
2923,Heathrow,1961,5,16.8,7.4,17.2
2924,Heathrow,1961,6,21.7,10.5,29.2
2925,Heathrow,1961,7,22.1,12.1,26.2
2926,Heathrow,1961,8,21.7,12.6,47.6
2927,Heathrow,1961,9,20.9,12.0,64.7
2928,Heathrow,1961,10,15.6,7.6,56.8
2929,Heathrow,1961,11,9.9,3.5,52.5
2930,Heathrow,1961,12,6.8,0.2,88.6
2931,Heathrow,1962,1,7.9,1.2,76.1
2932,Heathrow,1962,2,7.6,1.4,12.6
2933,Heathrow,1962,3,7.4,-0.6,35.8
2934,Heathrow,1962,4,12.7,4.7,41.8
2935,Heathrow,1962,5,15.0,7.1,29.6
2936,Heathrow,1962,6,20.4,9.4,6.1
2937,Heathrow,1962,7,20.6,12.1,82.8
2938,Heathrow,1962,8,20.0,11.6,52.9
2939,Heathrow,1962,9,17.8,9.6,88.4
2940,Heathrow,1962,10,15.7,7.1,37.6
2941,Heathrow,1962,11,9.1,3.2,41.7
2942,Heathrow,1962,12,5.0,-1.1,52.8
2943,Heathrow,1963,1,0.8,-4.6,12.9
2944,Heathrow,1963,2,2.8,-2.2,6.6
2945,Heathrow,1963,3,10.7,3.0,68.2
2946,Heathrow,1963,4,13.6,5.7,52.1
2947,Heathrow,1963,5,16.0,6.9,33.7
2948,Heathrow,1963,6,20.8,11.3,48.3
2949,Heathrow,1963,7,21.1,11.9,28.1
2950,Heathrow,1963,8,19.8,11.7,53.4
2951,Heathrow,1963,9,18.0,10.1,49.0
2952,Heathrow,1963,10,14.8,8.2,34.7
2953,Heathrow,1963,11,11.8,6.0,118.8
2954,Heathrow,1963,12,5.4,0.0,16.1
2955,Heathrow,1964,1,5.8,0.4,17.8
2956,Heathrow,1964,2,7.6,2.0,16.8
2957,Heathrow,1964,3,7.6,2.6,95.1
2958,Heathrow,1964,4,12.8,5.4,73.5
2959,Heathrow,1964,5,19.6,9.8,46.1
2960,Heathrow,1964,6,19.3,11.2,110.1
2961,Heathrow,1964,7,22.8,13.5,20.2
2962,Heathrow,1964,8,22.3,12.7,21.2
2963,Heathrow,1964,9,21.1,10.6,11.1
2964,Heathrow,1964,10,13.7,5.3,29.2
2965,Heathrow,1964,11,11.2,5.3,29.6
2966,Heathrow,1964,12,7.1,0.9,29.9
2967,Heathrow,1965,1,6.6,1.0,43.0
2968,Heathrow,1965,2,5.9,0.9,8.3
2969,Heathrow,1965,3,10.5,2.2,58.0
2970,Heathrow,1965,4,13.4,4.8,44.8
2971,Heathrow,1965,5,16.8,8.6,39.5
2972,Heathrow,1965,6,19.7,11.0,54.6
2973,Heathrow,1965,7,19.3,11.7,85.9
2974,Heathrow,1965,8,20.8,11.9,55.9
2975,Heathrow,1965,9,17.4,9.2,109.4
2976,Heathrow,1965,10,16.2,7.5,18.8
2977,Heathrow,1965,11,8.4,2.2,65.4
2978,Heathrow,1965,12,8.4,1.7,87.3
2979,Heathrow,1966,1,5.3,1.0,32.6
2980,Heathrow,1966,2,9.3,4.4,73.4
2981,Heathrow,1966,3,10.9,2.6,12.2
2982,Heathrow,1966,4,12.2,5.4,98.6
2983,Heathrow,1966,5,17.0,7.5,50.5
2984,Heathrow,1966,6,21.8,12.2,66.7
2985,Heathrow,1966,7,20.1,12.2,78.0
2986,Heathrow,1966,8,20.6,11.6,86.2
2987,Heathrow,1966,9,19.6,10.8,36.7
2988,Heathrow,1966,10,14.7,8.6,122.1
2989,Heathrow,1966,11,8.8,2.9,41.7
2990,Heathrow,1966,12,9.3,2.2,62.5
2991,Heathrow,1967,1,7.3,2.1,36.4
2992,Heathrow,1967,2,9.3,2.6,48.6
2993,Heathrow,1967,3,11.6,3.7,35.7
2994,Heathrow,1967,4,12.5,4.4,44.1
2995,Heathrow,1967,5,15.6,7.8,102.1
2996,Heathrow,1967,6,20.1,10.3,51.0
2997,Heathrow,1967,7,23.5,13.8,73.5
2998,Heathrow,1967,8,21.5,12.7,47.4
2999,Heathrow,1967,9,18.5,11.1,59.5
3000,Heathrow,1967,10,15.0,8.8,103.8
3001,Heathrow,1967,11,9.7,2.6,42.3
3002,Heathrow,1967,12,7.2,1.3,54.0
3003,Heathrow,1968,1,7.2,1.3,65.1
3004,Heathrow,1968,2,5.7,0.2,25.3
3005,Heathrow,1968,3,11.1,3.5,22.6
3006,Heathrow,1968,4,13.7,4.4,44.2
3007,Heathrow,1968,5,15.4,7.0,80.8
3008,Heathrow,1968,6,20.6,11.5,54.9
3009,Heathrow,1968,7,20.7,12.6,79.4
3010,Heathrow,1968,8,20.2,12.6,68.2
3011,Heathrow,1968,9,18.8,11.6,131.4
3012,Heathrow,1968,10,16.5,10.7,64.2
3013,Heathrow,1968,11,9.5,4.8,44.3
3014,Heathrow,1968,12,5.4,1.0,74.9
3015,Heathrow,1969,1,8.9,3.4,71.7
3016,Heathrow,1969,2,4.9,-0.9,45.0
3017,Heathrow,1969,3,8.0,1.3,56.0
3018,Heathrow,1969,4,13.6,3.9,20.3
3019,Heathrow,1969,5,17.1,8.6,59.5
3020,Heathrow,1969,6,20.6,10.2,26.6
3021,Heathrow,1969,7,23.9,13.9,68.7
3022,Heathrow,1969,8,21.8,13.6,93.0
3023,Heathrow,1969,9,19.6,11.7,3.1
3024,Heathrow,1969,10,18.2,9.9,5.1
3025,Heathrow,1969,11,9.6,3.3,68.7
3026,Heathrow,1969,12,6.1,1.4,46.1
3027,Heathrow,1970,1,7.1,2.1,67.7
3028,Heathrow,1970,2,7.2,0.8,39.9
3029,Heathrow,1970,3,8.1,0.7,37.6
3030,Heathrow,1970,4,11.4,3.7,59.5
3031,Heathrow,1970,5,19.2,9.2,25.1
3032,Heathrow,1970,6,23.6,12.7,70.1
3033,Heathrow,1970,7,21.3,12.3,53.0
3034,Heathrow,1970,8,22.3,13.0,53.6
3035,Heathrow,1970,9,20.3,11.4,49.8
3036,Heathrow,1970,10,15.7,8.1,10.4
3037,Heathrow,1970,11,11.9,5.5,151.2
3038,Heathrow,1970,12,7.0,1.7,38.5
3039,Heathrow,1971,1,7.8,2.8,70.5
3040,Heathrow,1971,2,8.6,1.9,16.6
3041,Heathrow,1971,3,9.1,2.3,42.4
3042,Heathrow,1971,4,12.2,4.8,47.3
3043,Heathrow,1971,5,18.1,8.2,76.7
3044,Heathrow,1971,6,17.8,10.1,127.7
3045,Heathrow,1971,7,24.1,13.8,19.3
3046,Heathrow,1971,8,21.3,13.5,64.4
3047,Heathrow,1971,9,20.7,10.2,11.1
3048,Heathrow,1971,10,17.2,8.1,57.6
3049,Heathrow,1971,11,10.4,3.0,63.9
3050,Heathrow,1971,12,9.3,4.5,21.0
3051,Heathrow,1972,1,6.9,2.1,55.3
3052,Heathrow,1972,2,7.9,2.6,43.4
3053,Heathrow,1972,3,12.4,3.3,54.0
3054,Heathrow,1972,4,12.9,5.7,38.3
3055,Heathrow,1972,5,16.0,7.6,25.9
3056,Heathrow,1972,6,17.5,9.0,15.4
3057,Heathrow,1972,7,22.3,12.7,27.2
3058,Heathrow,1972,8,21.8,12.1,15.4
3059,Heathrow,1972,9,17.3,9.0,27.6
3060,Heathrow,1972,10,15.6,8.5,17.3
3061,Heathrow,1972,11,9.9,3.2,57.7
3062,Heathrow,1972,12,9.4,3.5,66.7
3063,Heathrow,1973,1,7.3,2.0,13.1
3064,Heathrow,1973,2,8.1,0.7,12.5
3065,Heathrow,1973,3,11.5,2.2,10.4
3066,Heathrow,1973,4,12.5,3.9,58.1
3067,Heathrow,1973,5,16.9,8.6,54.2
3068,Heathrow,1973,6,21.9,11.6,68.8
3069,Heathrow,1973,7,21.4,12.7,49.1
3070,Heathrow,1973,8,23.7,13.8,40.9
3071,Heathrow,1973,9,20.7,11.6,60.7
3072,Heathrow,1973,10,13.9,6.1,38.6
3073,Heathrow,1973,11,10.3,2.5,26.6
3074,Heathrow,1973,12,8.6,2.1,52.3
3075,Heathrow,1974,1,9.6,3.6,53.0
3076,Heathrow,1974,2,9.2,3.0,57.8
3077,Heathrow,1974,3,10.3,2.8,27.2
3078,Heathrow,1974,4,14.0,4.7,15.2
3079,Heathrow,1974,5,17.0,7.5,22.4
3080,Heathrow,1974,6,20.1,10.6,67.2
3081,Heathrow,1974,7,20.9,12.5,29.8
3082,Heathrow,1974,8,21.5,12.1,67.8
3083,Heathrow,1974,9,17.5,9.5,140.0
3084,Heathrow,1974,10,11.0,5.0,71.9
3085,Heathrow,1974,11,10.6,5.0,142.8
3086,Heathrow,1974,12,11.0,5.6,34.4
3087,Heathrow,1975,1,10.3,4.5,92.3
3088,Heathrow,1975,2,9.3,1.9,23.0
3089,Heathrow,1975,3,8.4,2.8,69.7
3090,Heathrow,1975,4,13.3,5.0,43.6
3091,Heathrow,1975,5,15.1,6.9,62.9
3092,Heathrow,1975,6,21.8,10.4,23.2
3093,Heathrow,1975,7,24.1,14.1,36.3
3094,Heathrow,1975,8,25.9,15.0,13.3
3095,Heathrow,1975,9,19.5,10.6,111.2
3096,Heathrow,1975,10,14.4,7.0,23.2
3097,Heathrow,1975,11,10.1,3.2,58.0
3098,Heathrow,1975,12,7.6,1.5,29.1
3099,Heathrow,1976,1,8.8,3.0,13.9
3100,Heathrow,1976,2,7.8,2.3,21.1
3101,Heathrow,1976,3,9.5,2.0,11.3
3102,Heathrow,1976,4,13.7,4.3,9.9
3103,Heathrow,1976,5,19.3,8.9,19.3
3104,Heathrow,1976,6,25.5,13.7,6.3
3105,Heathrow,1976,7,26.6,14.9,15.4
3106,Heathrow,1976,8,25.1,13.2,16.4
3107,Heathrow,1976,9,19.0,11.2,96.6
3108,Heathrow,1976,10,14.9,8.8,93.0
3109,Heathrow,1976,11,9.9,3.5,81.7
3110,Heathrow,1976,12,5.6,-0.2,72.3
3111,Heathrow,1977,1,6.1,0.8,63.5
3112,Heathrow,1977,2,9.6,3.4,65.3
3113,Heathrow,1977,3,11.2,4.5,56.8
3114,Heathrow,1977,4,12.2,4.1,32.7
3115,Heathrow,1977,5,16.4,7.2,37.3
3116,Heathrow,1977,6,17.4,9.6,52.4
3117,Heathrow,1977,7,22.4,12.7,10.4
3118,Heathrow,1977,8,20.3,13.0,150.3
3119,Heathrow,1977,9,18.0,10.7,15.3
3120,Heathrow,1977,10,16.3,9.0,48.1
3121,Heathrow,1977,11,10.4,4.6,51.3
3122,Heathrow,1977,12,9.2,4.1,55.5
3123,Heathrow,1978,1,6.7,0.7,68.8
3124,Heathrow,1978,2,6.2,0.7,40.9
3125,Heathrow,1978,3,11.3,3.5,58.9
3126,Heathrow,1978,4,10.7,3.9,45.4
3127,Heathrow,1978,5,17.2,7.9,78.5
3128,Heathrow,1978,6,19.7,10.7,38.1
3129,Heathrow,1978,7,20.5,12.7,65.5
3130,Heathrow,1978,8,20.7,12.1,53.6
3131,Heathrow,1978,9,20.1,10.8,17.1
3132,Heathrow,1978,10,17.1,8.4,1.6
3133,Heathrow,1978,11,12.6,6.2,8.2
3134,Heathrow,1978,12,7.8,2.6,108.6
3135,Heathrow,1979,1,3.8,-2.6,59.9
3136,Heathrow,1979,2,4.5,-0.4,44.0
3137,Heathrow,1979,3,9.2,2.0,94.9
3138,Heathrow,1979,4,12.7,4.8,77.6
3139,Heathrow,1979,5,15.9,7.2,87.0
3140,Heathrow,1979,6,19.0,11.1,37.6
3141,Heathrow,1979,7,22.5,13.4,21.7
3142,Heathrow,1979,8,21.0,12.2,33.4
3143,Heathrow,1979,9,19.6,10.3,20.8
3144,Heathrow,1979,10,16.4,8.8,68.7
3145,Heathrow,1979,11,10.8,3.5,48.2
3146,Heathrow,1979,12,9.2,3.9,90.7
3147,Heathrow,1980,1,6.0,-0.1,29.7
3148,Heathrow,1980,2,9.9,2.9,36.8
3149,Heathrow,1980,3,9.0,2.4,72.1
3150,Heathrow,1980,4,14.0,5.4,21.6
3151,Heathrow,1980,5,17.3,7.4,26.1
3152,Heathrow,1980,6,19.8,10.9,106.2
3153,Heathrow,1980,7,19.7,11.9,59.3
3154,Heathrow,1980,8,21.9,13.3,52.3
3155,Heathrow,1980,9,20.1,12.0,27.7
3156,Heathrow,1980,10,14.0,5.8,96.5
3157,Heathrow,1980,11,9.3,4.5,26.4
3158,Heathrow,1980,12,8.9,2.7,33.4
3159,Heathrow,1981,1,8.1,2.0,32.7
3160,Heathrow,1981,2,7.1,-0.1,11.9
3161,Heathrow,1981,3,11.8,6.5,90.8
3162,Heathrow,1981,4,12.9,4.9,32.4
3163,Heathrow,1981,5,16.1,8.4,79.8
3164,Heathrow,1981,6,18.5,10.4,39.5
3165,Heathrow,1981,7,22.0,12.8,56.7
3166,Heathrow,1981,8,22.8,13.0,45.3
3167,Heathrow,1981,9,20.3,11.3,94.6
3168,Heathrow,1981,10,12.9,5.8,76.5
3169,Heathrow,1981,11,11.5,5.1,34.1
3170,Heathrow,1981,12,4.4,-1.5,85.3
3171,Heathrow,1982,1,6.9,0.4,38.0
3172,Heathrow,1982,2,8.4,2.4,31.6
3173,Heathrow,1982,3,11.1,2.5,51.5
3174,Heathrow,1982,4,14.3,5.0,22.8
3175,Heathrow,1982,5,18.0,7.6,71.9
3176,Heathrow,1982,6,21.5,12.8,84.6
3177,Heathrow,1982,7,22.7,13.4,24.5
3178,Heathrow,1982,8,22.2,12.9,39.7
3179,Heathrow,1982,9,20.8,11.1,39.6
3180,Heathrow,1982,10,14.1,7.8,109.1
3181,Heathrow,1982,11,11.4,6.2,72.9
3182,Heathrow,1982,12,8.2,1.9,63.6
3183,Heathrow,1983,1,10.0,4.3,47.2
3184,Heathrow,1983,2,5.5,-0.5,31.0
3185,Heathrow,1983,3,10.8,3.0,33.7
3186,Heathrow,1983,4,12.4,3.6,101.5
3187,Heathrow,1983,5,15.6,7.5,72.9
3188,Heathrow,1983,6,20.8,11.4,12.0
3189,Heathrow,1983,7,27.6,16.0,50.3
3190,Heathrow,1983,8,24.5,13.8,11.4
3191,Heathrow,1983,9,19.3,11.3,42.9
3192,Heathrow,1983,10,15.1,7.6,41.7
3193,Heathrow,1983,11,11.3,5.5,39.5
3194,Heathrow,1983,12,9.2,2.7,50.9
3195,Heathrow,1984,1,8.0,1.4,73.3
3196,Heathrow,1984,2,7.4,1.3,32.9
3197,Heathrow,1984,3,8.9,2.5,73.4
3198,Heathrow,1984,4,14.6,3.9,5.4
3199,Heathrow,1984,5,14.9,6.8,90.9
3200,Heathrow,1984,6,21.3,11.3,36.1
3201,Heathrow,1984,7,24.2,12.9,19.2
3202,Heathrow,1984,8,24.4,14.2,27.8
3203,Heathrow,1984,9,18.6,11.0,73.4
3204,Heathrow,1984,10,15.8,8.5,82.8
3205,Heathrow,1984,11,12.2,6.4,69.8
3206,Heathrow,1984,12,8.7,2.8,56.7
3207,Heathrow,1985,1,4.1,-1.8,41.3
3208,Heathrow,1985,2,6.3,0.1,29.8
3209,Heathrow,1985,3,9.4,1.3,34.1
3210,Heathrow,1985,4,14.0,5.3,33.3
3211,Heathrow,1985,5,16.4,8.2,64.7
3212,Heathrow,1985,6,18.5,9.9,88.9
3213,Heathrow,1985,7,22.9,13.2,35.2
3214,Heathrow,1985,8,20.3,11.9,58.9
3215,Heathrow,1985,9,20.6,11.4,11.2
3216,Heathrow,1985,10,16.1,8.8,18.4
3217,Heathrow,1985,11,8.1,1.2,30.0
3218,Heathrow,1985,12,10.0,5.2,80.5
3219,Heathrow,1986,1,7.2,1.0,105.6
3220,Heathrow,1986,2,1.7,-2.7,14.5
3221,Heathrow,1986,3,10.1,1.8,43.5
3222,Heathrow,1986,4,10.9,3.2,60.7
3223,Heathrow,1986,5,16.3,7.9,52.3
3224,Heathrow,1986,6,21.8,11.4,17.2
3225,Heathrow,1986,7,22.6,13.3,54.6
