id,station,year,month,tmax,tmin,rain
3763,Cardiff,1988,12,11.0,5.6,35.6
3764,Cardiff,1989,1,9.9,3.7,69.6
3765,Cardiff,1989,2,10.4,2.9,127.8
3766,Cardiff,1989,3,11.9,4.5,157.5
3767,Cardiff,1989,4,11.5,3.0,76.9
3768,Cardiff,1989,5,19.9,9.8,10.1
3769,Cardiff,1989,6,20.8,10.6,41.4
3770,Cardiff,1989,7,24.7,14.1,68.9
3771,Cardiff,1989,8,22.2,12.2,56.8
3772,Cardiff,1989,9,19.5,10.9,68.6
3773,Cardiff,1989,10,15.7,8.5,144.4
3774,Cardiff,1989,11,10.7,4.3,81.9
3775,Cardiff,1989,12,8.8,3.3,155.2
3776,Cardiff,1990,1,10.3,4.0,162.2
3777,Cardiff,1990,2,11.0,5.6,180.6
3778,Cardiff,1990,3,12.7,5.1,23.9
3779,Cardiff,1990,4,14.1,3.8,25.1
3780,Cardiff,1990,5,19.9,9.1,13.8
3781,Cardiff,1990,6,18.0,10.8,94.6
3782,Cardiff,1990,7,23.7,12.8,58.4
3783,Cardiff,1990,8,23.5,13.4,53.9
3784,Cardiff,1990,9,18.6,8.9,71.0
3785,Cardiff,1990,10,16.1,9.6,129.4
3786,Cardiff,1990,11,10.5,4.2,89.2
3787,Cardiff,1990,12,8.1,2.3,98.3
3788,Cardiff,1991,1,7.0,1.7,128.5
3789,Cardiff,1991,2,6.0,-0.8,75.5
3790,Cardiff,1991,3,12.0,5.5,100.7
3791,Cardiff,1991,4,12.7,5.2,95.7
3792,Cardiff,1991,5,16.7,8.2,3.5
3793,Cardiff,1991,6,16.4,9.4,126.0
3794,Cardiff,1991,7,21.1,13.8,83.3
3795,Cardiff,1991,8,22.2,13.3,30.4
3796,Cardiff,1991,9,20.1,10.8,66.8
3797,Cardiff,1991,10,13.6,7.2,121.2
3798,Cardiff,1991,11,10.6,3.8,118.2
3799,Cardiff,1991,12,8.0,3.1,49.0
3800,Cardiff,1992,1,6.7,1.8,41.0
3801,Cardiff,1992,2,9.2,2.6,46.4
3802,Cardiff,1992,3,11.3,4.9,76.5
3803,Cardiff,1992,4,13.0,5.7,83.2
3804,Cardiff,1992,5,19.3,9.5,49.0
3805,Cardiff,1992,6,22.3,11.1,20.7
3806,Cardiff,1992,7,20.9,13.4,90.3
3807,Cardiff,1992,8,19.4,12.4,184.8
3808,Cardiff,1992,9,17.3,10.6,109.9
3809,Cardiff,1992,10,12.0,4.6,63.2
3810,Cardiff,1992,11,11.3,4.4,220.0
3811,Cardiff,1992,12,7.3,2.1,71.6
3812,Cardiff,1993,1,10.1,3.6,181.8
3813,Cardiff,1993,2,8.2,3.0,15.3
3814,Cardiff,1993,3,10.9,3.6,26.4
3815,Cardiff,1993,4,13.5,6.9,89.7
3816,Cardiff,1993,5,16.1,8.4,62.7
3817,Cardiff,1993,6,20.6,11.5,64.9
3818,Cardiff,1993,7,20.0,11.9,135.7
3819,Cardiff,1993,8,19.6,11.0,40.0
3820,Cardiff,1993,9,17.4,9.1,95.3
3821,Cardiff,1993,10,12.5,5.8,84.4
3822,Cardiff,1993,11,9.1,2.8,95.1
3823,Cardiff,1993,12,9.6,3.6,249.5
3824,Cardiff,1994,1,9.0,3.4,175.2
3825,Cardiff,1994,2,7.3,1.3,140.3
3826,Cardiff,1994,3,11.3,5.4,148.3
3827,Cardiff,1994,4,13.0,5.1,84.0
3828,Cardiff,1994,5,15.5,8.4,87.2
3829,Cardiff,1994,6,19.3,10.7,45.8
3830,Cardiff,1994,7,23.1,13.6,44.5
3831,Cardiff,1994,8,20.5,12.5,68.0
3832,Cardiff,1994,9,16.9,10.0,87.8
3833,Cardiff,1994,10,14.8,6.7,139.7
3834,Cardiff,1994,11,13.3,8.6,146.0
3835,Cardiff,1994,12,10.6,4.6,199.7
3836,Cardiff,1995,1,8.9,2.9,211.3
3837,Cardiff,1995,2,10.5,4.5,138.7
3838,Cardiff,1995,3,10.7,2.1,67.4
3839,Cardiff,1995,4,14.3,6.0,27.9
3840,Cardiff,1995,5,17.3,7.3,86.2
3841,Cardiff,1995,6,20.3,10.8,8.9
3842,Cardiff,1995,7,23.4,14.3,44.2
3843,Cardiff,1995,8,26.0,14.5,9.2
3844,Cardiff,1995,9,18.4,10.0,122.4
3845,Cardiff,1995,10,17.0,10.5,106.2
3846,Cardiff,1995,11,12.0,5.0,117.1
3847,Cardiff,1995,12,5.8,1.0,125.3
3848,Cardiff,1996,1,6.9,3.4,68.4
3849,Cardiff,1996,2,6.9,0.3,90.8
3850,Cardiff,1996,3,8.8,2.9,59.9
3851,Cardiff,1996,4,13.8,5.1,70.2
3852,Cardiff,1996,5,14.4,6.0,97.6
3853,Cardiff,1996,6,20.7,9.9,18.7
3854,Cardiff,1996,7,22.1,12.6,49.1
3855,Cardiff,1996,8,22.0,12.4,136.7
3856,Cardiff,1996,9,18.9,10.6,53.5
3857,Cardiff,1996,10,15.5,8.9,152.6
3858,Cardiff,1996,11,10.3,3.0,156.2
3859,Cardiff,1996,12,6.8,1.4,52.5
3860,Cardiff,1997,1,5.8,-0.1,15.5
3861,Cardiff,1997,2,10.6,3.9,181.2
3862,Cardiff,1997,3,12.2,5.0,42.3
3863,Cardiff,1997,4,15.1,4.9,34.0
3864,Cardiff,1997,5,17.2,7.8,97.9
3865,Cardiff,1997,6,18.9,11.6,100.2
3866,Cardiff,1997,7,22.1,12.5,42.6
3867,Cardiff,1997,8,23.3,15.5,251.0
3868,Cardiff,1997,9,19.0,10.9,69.9
3869,Cardiff,1997,10,15.1,7.3,84.9
3870,Cardiff,1997,11,12.4,6.1,163.4
3871,Cardiff,1997,12,9.9,3.3,150.0
3872,Cardiff,1998,1,8.8,2.7,154.9
3873,Cardiff,1998,2,11.6,3.3,22.0
3874,Cardiff,1998,3,12.3,5.8,168.2
3875,Cardiff,1998,4,12.2,5.5,129.6
3876,Cardiff,1998,5,19.2,10.4,45.5
3877,Cardiff,1998,6,18.1,12.0,157.8
3878,Cardiff,1998,7,19.8,12.3,66.9
3879,Cardiff,1998,8,20.9,12.4,59.1
3880,Cardiff,1998,9,19.1,11.5,118.5
3881,Cardiff,1998,10,14.6,7.8,228.8
3882,Cardiff,1998,11,10.6,3.4,118.7
3883,Cardiff,1998,12,9.6,1.9,130.7
3884,Cardiff,1999,1,10.2,2.3,208.3
3885,Cardiff,1999,2,9.1,2.8,64.1
3886,Cardiff,1999,3,11.8,3.6,70.2
3887,Cardiff,1999,4,13.8,5.7,109.0
3888,Cardiff,1999,5,17.5,9.5,75.2
3889,Cardiff,1999,6,19.1,8.9,71.0
3890,Cardiff,1999,7,23.1,13.0,12.9
3891,Cardiff,1999,8,21.3,12.7,204.0
3892,Cardiff,1999,9,20.2,10.9,176.4
3893,Cardiff,1999,10,15.2,7.3,90.3
3894,Cardiff,1999,11,11.8,4.5,60.5
3895,Cardiff,1999,12,9.3,2.2,231.0
3896,Cardiff,2000,1,8.5,1.2,47.8
3897,Cardiff,2000,2,10.4,3.0,168.4
3898,Cardiff,2000,3,11.8,4.1,59.5
3899,Cardiff,2000,4,12.3,4.5,155.4
3900,Cardiff,2000,5,17.2,8.1,95.1
3901,Cardiff,2000,6,20.2,11.2,37.1
3902,Cardiff,2000,7,20.8,12.4,74.5
3903,Cardiff,2000,8,21.9,13.0,73.9
3904,Cardiff,2000,9,19.3,11.4,156.8
3905,Cardiff,2000,10,15.0,7.1,267.6
3906,Cardiff,2000,11,11.1,3.2,180.4
3907,Cardiff,2000,12,9.9,4.6,187.7
3908,Cardiff,2001,1,7.8,1.8,84.0
3909,Cardiff,2001,2,10.1,1.7,96.5
3910,Cardiff,2001,3,9.5,2.8,147.5
3911,Cardiff,2001,4,12.9,4.5,119.1
3912,Cardiff,2001,5,18.1,8.7,31.6
3913,Cardiff,2001,6,20.2,10.2,34.8
3914,Cardiff,2001,7,21.6,13.1,144.6
3915,Cardiff,2001,8,21.1,13.6,134.3
3916,Cardiff,2001,9,18.5,10.5,36.5
3917,Cardiff,2001,10,17.2,11.0,183.4
3918,Cardiff,2001,11,12.2,4.0,86.6
3919,Cardiff,2001,12,8.4,1.3,36.1
3920,Cardiff,2002,1,9.8,3.7,142.0
3921,Cardiff,2002,2,11.1,4.6,187.6
3922,Cardiff,2002,3,12.5,5.0,65.1
3923,Cardiff,2002,4,14.6,5.6,84.7
3924,Cardiff,2002,5,16.5,8.5,129.8
3925,Cardiff,2002,6,18.4,10.6,66.0
3926,Cardiff,2002,7,20.5,12.5,65.9
3927,Cardiff,2002,8,21.7,12.9,55.9
3928,Cardiff,2002,9,19.6,10.7,30.5
3929,Cardiff,2002,10,14.7,7.1,217.1
3930,Cardiff,2002,11,12.8,7.1,175.6
3931,Cardiff,2002,12,8.9,4.6,151.1
3932,Cardiff,2003,1,8.6,2.3,90.6
3933,Cardiff,2003,2,8.7,1.9,39.9
3934,Cardiff,2003,3,13.6,4.5,47.1
3935,Cardiff,2003,4,16.2,6.2,70.3
3936,Cardiff,2003,5,16.7,8.4,93.0
3937,Cardiff,2003,6,21.3,11.7,68.4
3938,Cardiff,2003,7,22.0,13.8,93.9
3939,Cardiff,2003,8,24.5,14.7,16.2
3940,Cardiff,2003,9,20.5,9.5,23.1
3941,Cardiff,2003,10,14.4,5.7,65.4
3942,Cardiff,2003,11,12.5,6.0,105.3
3943,Cardiff,2003,12,9.6,3.1,138.1
3944,Cardiff,2004,1,9.4,3.0,162.2
3945,Cardiff,2004,2,9.6,2.9,67.3
3946,Cardiff,2004,3,11.4,3.8,85.6
3947,Cardiff,2004,4,14.7,6.3,73.8
3948,Cardiff,2004,5,18.3,8.8,40.0
3949,Cardiff,2004,6,21.2,12.3,65.9
3950,Cardiff,2004,7,20.7,12.6,82.5
3951,Cardiff,2004,8,22.3,13.7,141.7
3952,Cardiff,2004,9,19.5,11.6,107.4
3953,Cardiff,2004,10,15.0,8.3,182.5
3954,Cardiff,2004,11,12.0,6.0,65.6
3955,Cardiff,2004,12,9.7,3.5,84.5
3956,Cardiff,2005,1,10.4,3.9,75.0
3957,Cardiff,2005,2,8.8,2.4,49.5
3958,Cardiff,2005,3,11.6,4.8,65.2
3959,Cardiff,2005,4,14.7,6.6,87.6
3960,Cardiff,2005,5,17.2,8.3,51.6
3961,Cardiff,2005,6,20.6,12.2,76.6
3962,Cardiff,2005,7,22.2,13.9,69.9
3963,Cardiff,2005,8,21.9,11.6,55.6
3964,Cardiff,2005,9,20.4,11.6,82.8
3965,Cardiff,2005,10,16.6,11.4,160.0
3966,Cardiff,2005,11,10.9,3.0,106.1
3967,Cardiff,2005,12,9.3,2.4,114.7
3968,Cardiff,2006,1,8.0,2.9,36.0
3969,Cardiff,2006,2,7.7,2.3,59.0
3970,Cardiff,2006,3,9.5,3.5,121.8
3971,Cardiff,2006,4,14.1,6.2,35.1
3972,Cardiff,2006,5,17.0,8.9,159.2
3973,Cardiff,2006,6,21.9,11.8,47.4
3974,Cardiff,2006,7,25.5,14.5,65.6
3975,Cardiff,2006,8,21.1,13.2,58.9
3976,Cardiff,2006,9,21.3,12.7,43.4
3977,Cardiff,2006,10,16.8,8.8,178.1
3978,Cardiff,2006,11,12.5,3.6,178.1
3979,Cardiff,2006,12,10.1,3.9,147.1
3980,Cardiff,2007,1,10.5,4.2,178.9
3981,Cardiff,2007,2,10.0,3.7,152.3
3982,Cardiff,2007,3,12.6,4.3,89.5
3983,Cardiff,2007,4,18.4,7.0,21.8
3984,Cardiff,2007,5,17.4,8.7,128.5
3985,Cardiff,2007,6,20.1,12.1,104.7
3986,Cardiff,2007,7,19.3,12.6,173.8
3987,Cardiff,2007,8,21.1,11.7,71.3
3988,Cardiff,2007,9,18.5,10.2,53.1
3989,Cardiff,2007,10,14.9,6.7,57.0
3990,Cardiff,2007,11,12.0,4.9,88.4
3991,Cardiff,2007,12,9.0,2.9,171.5
3992,Cardiff,2008,1,10.6,4.4,170.6
3993,Cardiff,2008,2,10.2,2.4,44.5
3994,Cardiff,2008,3,10.8,3.9,98.7
3995,Cardiff,2008,4,13.9,4.7,59.9
3996,Cardiff,2008,5,19.4,9.9,95.3
3997,Cardiff,2008,6,19.7,10.5,63.8
3998,Cardiff,2008,7,21.2,12.6,138.4
3999,Cardiff,2008,8,20.3,13.1,170.2
4000,Cardiff,2008,9,18.8,10.1,197.8
4001,Cardiff,2008,10,15.2,6.1,113.0
4002,Cardiff,2008,11,11.5,5.8,93.3
4003,Cardiff,2008,12,7.0,0.6,64.6
4004,Cardiff,2009,1,6.6,0.4,153.5
4005,Cardiff,2009,2,7.7,1.9,43.6
4006,Cardiff,2009,3,11.0,2.6,51.8
4007,Cardiff,2009,4,13.9,5.9,53.5
4008,Cardiff,2009,5,17.1,8.5,68.0
4009,Cardiff,2009,6,21.0,11.5,114.8
4010,Cardiff,2009,7,20.2,13.1,194.1
4011,Cardiff,2009,8,20.7,13.0,76.0
4012,Cardiff,2009,9,19.1,10.6,34.7
4013,Cardiff,2009,10,16.3,8.6,73.6
4014,Cardiff,2009,11,12.6,6.5,220.4
4015,Cardiff,2009,12,7.2,0.4,114.9
4016,Cardiff,2010,1,5.7,-1.1,73.5
4017,Cardiff,2010,2,7.3,0.8,72.1
4018,Cardiff,2010,3,10.8,2.8,72.6
4019,Cardiff,2010,4,15.1,5.0,28.7
4020,Cardiff,2010,5,17.1,7.5,28.5
4021,Cardiff,2010,6,21.9,11.1,21.9
4022,Cardiff,2010,7,22.0,13.7,88.0
4023,Cardiff,2010,8,20.6,12.0,144.6
4024,Cardiff,2010,9,18.6,10.2,94.8
4025,Cardiff,2010,10,14.8,7.4,82.8
4026,Cardiff,2010,11,9.4,2.7,101.0
4027,Cardiff,2010,12,3.9,-3.4,39.8
4028,Cardiff,2011,1,7.3,1.6,122.2
4029,Cardiff,2011,2,10.2,4.7,80.4
4030,Cardiff,2011,3,12.0,3.8,22.6
4031,Cardiff,2011,4,18.2,8.0,5.1
4032,Cardiff,2011,5,16.8,9.0,56.7
4033,Cardiff,2011,6,18.7,10.3,88.9
4034,Cardiff,2011,7,20.7,11.8,80.6
4035,Cardiff,2011,8,19.9,12.0,64.4
4036,Cardiff,2011,9,19.4,12.1,97.8
4037,Cardiff,2011,10,16.9,9.9,81.6
4038,Cardiff,2011,11,13.4,7.7,84.0
4039,Cardiff,2011,12,10.2,3.7,145.2
4040,Cardiff,2012,1,9.6,3.8,140.4
4041,Cardiff,2012,2,8.5,1.7,35.8
4042,Cardiff,2012,3,13.9,4.6,27.2
4043,Cardiff,2012,4,12.5,4.4,160.0
4044,Cardiff,2012,5,17.4,8.5,66.8
4045,Cardiff,2012,6,17.9,11.6,180.8
4046,Cardiff,2012,7,20.1,11.9,123.2
4047,Cardiff,2012,8,20.9,13.8,117.4
4048,Cardiff,2012,9,17.9,9.2,94.6
4049,Cardiff,2012,10,13.9,7.0,158.2
4050,Cardiff,2012,11,10.9,4.0,162.6
4051,Cardiff,2012,12,9.4,2.5,229.4
4052,Cardiff,2013,1,7.3,2.4,145.0
4053,Cardiff,2013,2,7.0,1.3,56.6
4054,Cardiff,2013,3,7.1,1.1,107.0
4055,Cardiff,2013,4,12.1,4.1,46.2
4056,Cardiff,2013,5,16.0,6.8,89.2
4057,Cardiff,2013,6,19.1,10.9,39.2
4058,Cardiff,2013,7,25.0,14.5,25.9
4059,Cardiff,2013,8,22.0,12.9,74.2
4060,Cardiff,2013,9,18.7,10.9,68.2
4061,Cardiff,2013,10,16.7,10.2,230.6
4062,Cardiff,2013,11,10.8,3.1,93.8
4063,Cardiff,2013,12,10.6,3.3,159.6
4064,Cardiff,2014,1,9.6,3.2,234.6
4065,Cardiff,2014,2,10.1,4.1,161.4
4066,Cardiff,2014,3,12.3,3.8,61.6
4067,Cardiff,2014,4,15.1,6.9,100.0
4068,Cardiff,2014,5,17.1,9.1,135.6
4069,Cardiff,2014,6,21.3,12.1,76.8
4070,Cardiff,2014,7,23.6,13.7,39.8
4071,Cardiff,2014,8,19.9,11.4,185.1
4072,Cardiff,2014,9,20.7,11.5,14.2
4073,Cardiff,2014,10,16.4,10.1,122.6
4074,Cardiff,2014,11,12.4,6.3,155.8
4075,Cardiff,2014,12,9.6,2.1,109.8
4076,Cardiff,2015,1,9.0,2.2,158.2
4077,Cardiff,2015,2,8.3,1.3,124.2
4078,Cardiff,2015,3,11.0,3.5,55.8
4079,Cardiff,2015,4,16.1,6.0,9.8
4080,Cardiff,2015,5,15.9,7.9,155.6
4081,Cardiff,2015,6,19.6,10.8,50.4
4082,Cardiff,2015,7,20.2,12.4,107.6
4083,Cardiff,2015,8,20.3,12.3,129.0
4084,Cardiff,2015,9,18.3,9.1,57.0
4085,Cardiff,2015,10,15.6,8.2,47.4
4086,Cardiff,2015,11,13.3,7.7,223.8
4087,Cardiff,2015,12,13.2,8.7,191.4
4088,Cardiff,2016,1,9.6,2.9,221.0
4089,Cardiff,2016,2,9.4,2.2,129.2
4090,Cardiff,2016,3,10.7,2.5,96.0
4091,Cardiff,2016,4,13.2,4.7,46.6
4092,Cardiff,2016,5,18.5,9.0,109.6
4093,Cardiff,2016,6,19.9,12.7,109.8
4094,Cardiff,2016,7,21.3,13.4,25.2
4095,Cardiff,2016,8,21.6,13.2,95.2
4096,Cardiff,2016,9,20.1,13.0,109.0
4097,Cardiff,2016,10,15.0,7.8,41.8
4098,Cardiff,2016,11,10.3,3.5,152.2
4099,Cardiff,2016,12,9.6,3.0,56.2
4100,Cardiff,2017,1,8.3,2.0,76.0
4101,Cardiff,2017,2,9.4,4.2,81.0
4102,Cardiff,2017,3,12.6,5.7,114.6
4103,Cardiff,2017,4,15.0,4.9,14.2
4104,Cardiff,2017,5,18.5,9.9,76.2
4105,Cardiff,2017,6,20.9,12.6,84.8
4106,Cardiff,2017,7,21.4,13.1,116.8
4107,Cardiff,2017,8,20.5,12.2,69.4
4108,Cardiff,2017,9,18.3,10.2,102.8
4109,Cardiff,2017,10,16.4,10.1,49.6
4110,Cardiff,2017,11,11.8,3.5,82.2
4111,Cardiff,2017,12,9.3,2.8,152.9
4112,Cardiff,2018,1,9.4,2.7,153.2
4113,Cardiff,2018,2,7.5,0.8,50.0
4114,Cardiff,2018,3,9.1,2.5,163.4
4115,Cardiff,2018,4,14.0,7.2,129.4
4116,Cardiff,2018,5,19.0,8.8,56.2
4117,Cardiff,2018,6,22.6,12.7,8.4
4118,Cardiff,2018,7,25.4,14.7,46.0
4119,Cardiff,2018,8,21.4,13.1,129.8
4120,Cardiff,2018,9,18.7,10.1,89.8
4121,Cardiff,2018,10,15.6,6.9,48.0
4122,Cardiff,2018,11,11.9,5.9,121.0
4123,Cardiff,2018,12,10.6,5.5,196.4
4124,Cardiff,2019,1,8.1,1.8,43.4
4125,Cardiff,2019,2,12.2,2.4,77.4
4126,Cardiff,2019,3,12.7,5.2,139.6
4127,Cardiff,2019,4,15.0,6.3,84.4
4128,Cardiff,2019,5,17.6,7.2,37.0
4129,Cardiff,2019,6,19.2,11.5,84.6
4130,Cardiff,2019,7,23.7,13.9,83.6
4131,Cardiff,2019,8,21.9,13.7,137.4
4132,Cardiff,2019,9,19.5,11.3,159.8
4133,Cardiff,2019,10,14.9,7.5,235.8
4134,Cardiff,2019,11,10.3,4.7,158.2
4135,Cardiff,2019,12,10.0,3.8,162.1
4136,Cardiff,2020,1,10.1,4.5,107.9
4137,Shawbury,1977,9,18.3,8.1,48.6
4138,Shawbury,1977,10,15.4,9.0,76.0
4139,Shawbury,1977,11,10.3,4.7,147.9
4140,Shawbury,1977,12,9.6,4.6,88.0
4141,Shawbury,1978,1,7.5,2.0,134.1
4142,Shawbury,1978,2,6.2,0.9,134.1
4143,Shawbury,1978,3,10.6,3.9,121.3
4144,Shawbury,1978,4,10.9,3.7,63.6
4145,Shawbury,1978,5,17.3,7.5,30.6
4146,Shawbury,1978,6,18.5,9.5,29.6
4147,Shawbury,1978,7,18.7,11.8,110.1
4148,Shawbury,1978,8,19.6,11.4,40.5
4149,Shawbury,1978,9,18.4,10.2,34.1
4150,Shawbury,1978,10,16.6,9.0,12.0
4151,Shawbury,1978,11,12.5,5.7,82.8
4152,Shawbury,1978,12,8.2,3.4,219.5
4153,Shawbury,1979,1,4.6,-2.9,117.8
4154,Shawbury,1979,2,4.4,-0.4,81.9
4155,Shawbury,1979,3,8.4,2.6,112.9
4156,Shawbury,1979,4,12.3,4.7,60.2
4157,Shawbury,1979,5,13.9,5.9,109.8
4158,Shawbury,1979,6,18.2,9.8,25.9
4159,Shawbury,1979,7,21.1,12.4,37.3
4160,Shawbury,1979,8,18.9,11.2,135.4
4161,Shawbury,1979,9,17.7,9.0,59.1
4162,Shawbury,1979,10,15.5,8.7,88.8
4163,Shawbury,1979,11,11.2,3.5,90.9
4164,Shawbury,1979,12,10.1,4.0,180.9
4165,Shawbury,1980,1,6.0,-0.8,96.6
4166,Shawbury,1980,2,9.9,4.4,122.4
4167,Shawbury,1980,3,8.8,2.8,152.6
4168,Shawbury,1980,4,14.4,4.5,15.0
4169,Shawbury,1980,5,17.7,7.4,43.6
4170,Shawbury,1980,6,18.3,10.3,125.8
4171,Shawbury,1980,7,19.0,11.2,67.2
4172,Shawbury,1980,8,20.0,12.6,85.8
4173,Shawbury,1980,9,18.5,11.8,99.2
4174,Shawbury,1980,10,13.3,5.8,147.5
4175,Shawbury,1980,11,9.8,5.1,131.8
4176,Shawbury,1980,12,9.5,3.3,108.2
4177,Shawbury,1981,1,8.8,2.6,58.2
4178,Shawbury,1981,2,6.8,0.7,62.9
4179,Shawbury,1981,3,11.6,6.7,204.1
4180,Shawbury,1981,4,13.2,5.3,37.1
4181,Shawbury,1981,5,15.4,7.9,125.0
4182,Shawbury,1981,6,17.8,10.6,49.5
4183,Shawbury,1981,7,20.0,12.7,30.1
4184,Shawbury,1981,8,22.1,12.1,27.8
4185,Shawbury,1981,9,19.3,10.9,218.8
4186,Shawbury,1981,10,12.6,5.5,148.4
4187,Shawbury,1981,11,11.4,5.2,72.5
4188,Shawbury,1981,12,5.7,-0.3,118.7
4189,Shawbury,1982,1,6.5,0.9,85.3
4190,Shawbury,1982,2,8.8,3.3,69.5
4191,Shawbury,1982,3,10.5,3.2,152.4
4192,Shawbury,1982,4,14.2,4.7,31.5
4193,Shawbury,1982,5,17.3,6.8,34.3
4194,Shawbury,1982,6,20.9,12.2,77.7
4195,Shawbury,1982,7,21.6,13.2,29.7
4196,Shawbury,1982,8,20.1,12.4,95.4
4197,Shawbury,1982,9,19.1,11.0,101.1
4198,Shawbury,1982,10,13.9,7.9,128.9
4199,Shawbury,1982,11,11.3,6.2,193.9
4200,Shawbury,1982,12,8.4,2.3,166.9
4201,Shawbury,1983,1,10.2,4.4,190.3
4202,Shawbury,1983,2,5.5,0.3,30.4
4203,Shawbury,1983,3,10.3,4.1,57.2
4204,Shawbury,1983,4,11.8,3.5,97.7
4205,Shawbury,1983,5,14.2,7.8,137.9
4206,Shawbury,1983,6,19.2,11.2,32.2
4207,Shawbury,1983,7,25.9,15.1,18.0
4208,Shawbury,1983,8,23.5,13.2,34.2
4209,Shawbury,1983,9,17.1,11.0,185.7
4210,Shawbury,1983,10,14.5,7.8,93.2
4211,Shawbury,1983,11,10.9,5.9,64.3
4212,Shawbury,1983,12,9.9,3.5,122.3
4213,Shawbury,1984,1,8.3,1.6,205.7
4214,Shawbury,1984,2,7.9,1.8,67.3
4215,Shawbury,1984,3,9.2,2.6,31.1
4216,Shawbury,1984,4,14.8,3.7,9.5
4217,Shawbury,1984,5,16.1,6.8,60.0
4218,Shawbury,1984,6,20.9,10.6,35.9
4219,Shawbury,1984,7,23.1,12.5,14.7
4220,Shawbury,1984,8,23.3,13.8,47.5
4221,Shawbury,1984,9,18.3,11.0,149.1
4222,Shawbury,1984,10,15.3,8.9,147.7
4223,Shawbury,1984,11,11.6,5.8,218.2
4224,Shawbury,1984,12,9.6,2.6,115.0
4225,Shawbury,1985,1,5.4,-1.5,88.0
4226,Shawbury,1985,2,6.6,0.2,69.4
4227,Shawbury,1985,3,9.6,1.9,79.2
4228,Shawbury,1985,4,13.3,5.6,71.6
4229,Shawbury,1985,5,16.6,7.5,44.2
4230,Shawbury,1985,6,17.4,9.7,157.4
4231,Shawbury,1985,7,21.2,12.5,95.9
4232,Shawbury,1985,8,18.4,12.3,186.6
4233,Shawbury,1985,9,18.9,11.0,64.0
4234,Shawbury,1985,10,14.7,8.1,69.7
4235,Shawbury,1985,11,8.6,1.1,59.5
4236,Shawbury,1985,12,10.2,4.9,175.5
4237,Shawbury,1986,1,7.6,2.1,153.8
4238,Shawbury,1986,2,2.1,-2.3,6.4
4239,Shawbury,1986,3,9.7,2.5,108.2
4240,Shawbury,1986,4,10.6,2.7,78.4
4241,Shawbury,1986,5,15.0,7.6,89.1
4242,Shawbury,1986,6,20.5,10.8,60.2
4243,Shawbury,1986,7,20.2,12.4,69.7
4244,Shawbury,1986,8,17.9,10.6,118.1
4245,Shawbury,1986,9,16.7,7.4,20.6
4246,Shawbury,1986,10,15.1,6.4,137.4
4247,Shawbury,1986,11,12.1,4.3,177.6
4248,Shawbury,1986,12,10.3,3.2,179.5
4249,Shawbury,1987,1,4.2,-0.6,17.0
4250,Shawbury,1987,2,7.6,1.7,111.2
4251,Shawbury,1987,3,8.6,2.3,105.3
4252,Shawbury,1987,4,15.6,6.6,74.7
4253,Shawbury,1987,5,16.1,6.8,36.0
4254,Shawbury,1987,6,17.6,10.3,97.9
4255,Shawbury,1987,7,21.4,12.3,71.0
4256,Shawbury,1987,8,21.6,12.3,36.1
4257,Shawbury,1987,9,18.6,10.5,79.6
4258,Shawbury,1987,10,14.0,6.9,190.9
4259,Shawbury,1987,11,10.2,4.9,109.4
4260,Shawbury,1987,12,8.4,4.5,91.4
4261,Shawbury,1988,1,9.0,3.9,222.0
4262,Shawbury,1988,2,9.3,2.0,74.4
4263,Shawbury,1988,3,10.8,4.5,112.3
4264,Shawbury,1988,4,13.4,5.1,46.6
4265,Shawbury,1988,5,17.5,7.9,79.9
4266,Shawbury,1988,6,19.8,11.2,31.8
4267,Shawbury,1988,7,18.4,12.2,154.4
4268,Shawbury,1988,8,19.6,11.6,140.3
4269,Shawbury,1988,9,17.7,10.2,103.2
4270,Shawbury,1988,10,14.4,8.4,126.4
4271,Shawbury,1988,11,10.2,1.9,39.4
4272,Shawbury,1988,12,11.0,5.6,35.6
4273,Shawbury,1989,1,9.9,3.7,69.6
4274,Shawbury,1989,2,10.4,2.9,127.8
4275,Shawbury,1989,3,11.9,4.5,157.5
4276,Shawbury,1989,4,11.5,3.0,76.9
4277,Shawbury,1989,5,19.9,9.8,10.1
4278,Shawbury,1989,6,20.8,10.6,41.4
4279,Shawbury,1989,7,24.7,14.1,68.9
4280,Shawbury,1989,8,22.2,12.2,56.8
4281,Shawbury,1989,9,19.5,10.9,68.6
4282,Shawbury,1989,10,15.7,8.5,144.4
4283,Shawbury,1989,11,10.7,4.3,81.9
4284,Shawbury,1989,12,8.8,3.3,155.2
4285,Shawbury,1990,1,10.3,4.0,162.2
4286,Shawbury,1990,2,11.0,5.6,180.6
4287,Shawbury,1990,3,12.7,5.1,23.9
4288,Shawbury,1990,4,14.1,3.8,25.1
4289,Shawbury,1990,5,19.9,9.1,13.8
4290,Shawbury,1990,6,18.0,10.8,94.6
4291,Shawbury,1990,7,23.7,12.8,58.4
4292,Shawbury,1990,8,23.5,13.4,53.9
4293,Shawbury,1990,9,18.6,8.9,71.0
4294,Shawbury,1990,10,16.1,9.6,129.4
4295,Shawbury,1990,11,10.5,4.2,89.2
4296,Shawbury,1990,12,8.1,2.3,98.3
4297,Shawbury,1991,1,7.0,1.7,128.5
4298,Shawbury,1991,2,6.0,-0.8,75.5
4299,Shawbury,1991,3,12.0,5.5,100.7
